Market_Price,Average_Retail_Price,Average_Shoping_Mall_Price
24.548387096774192,29.758064516129032,34.854838709677416
24.766666666666666,29.933333333333334,35.31666666666667
25.032258064516128,30.322580645161292,35.66129032258065
26.870967741935484,32.5,38.354838709677416
26.892857142857142,32.5,38.464285714285715
26.870967741935484,32.483870967741936,38.41935483870968
26.3,31.866666666666667,37.5
26.8,32.3,38.2
29.666666666666668,36.0,42.166666666666664
30.321428571428573,36.910714285714285,43.142857142857146
25.838709677419356,31.274193548387096,36.75806451612903
24.3,29.316666666666666,34.5
26.225806451612904,31.741935483870968,37.32258064516129
27.9,33.75,39.78333333333333
30.032258064516128,36.29032258064516,42.79032258064516
29.451612903225808,35.70967741935484,42.03225806451613
24.666666666666668,29.783333333333335,35.18333333333333
20.70967741935484,25.048387096774192,29.5
21.0,25.416666666666668,29.883333333333333
21.193548387096776,25.629032258064516,30.177419354838708
23.838709677419356,28.758064516129032,34.11290322580645
22.821428571428573,27.607142857142858,32.535714285714285
23.419354838709676,28.274193548387096,33.45161290322581
24.333333333333332,29.4,34.68333333333333
26.6,32.1,37.9
63.666666666666664,77.16666666666667,90.66666666666667
64.0,77.57142857142857,91.19642857142857
43.096774193548384,52.145161290322584,61.38709677419355
24.333333333333332,29.366666666666667,34.88333333333333
23.774193548387096,28.693548387096776,33.70967741935484
25.833333333333332,31.283333333333335,36.85
28.903225806451612,35.064516129032256,41.354838709677416
27.322580645161292,32.983870967741936,38.983870967741936
26.533333333333335,32.15,37.81666666666667
25.70967741935484,31.080645161290324,36.693548387096776
26.1,31.6,37.233333333333334
26.741935483870968,32.33870967741935,38.11290322580645
25.161290322580644,30.467741935483872,35.903225806451616
24.035714285714285,29.0,34.267857142857146
24.161290322580644,29.225806451612904,34.354838709677416
24.866666666666667,29.95,35.53333333333333
25.9,31.35,37.1
46.0,55.666666666666664,65.5
43.142857142857146,52.125,61.375
36.96774193548387,44.67741935483871,52.70967741935484
27.233333333333334,32.95,38.733333333333334
36.16129032258065,43.935483870967744,51.61290322580645
47.333333333333336,57.4,67.4
49.54838709677419,59.88709677419355,70.59677419354838
38.54838709677419,46.62903225806452,54.83870967741935
34.3,41.583333333333336,48.916666666666664
38.54838709677419,46.596774193548384,54.854838709677416
37.7,45.5,53.65
37.32258064516129,45.24193548387097,53.145161290322584
36.064516129032256,43.725806451612904,51.37096774193548
35.92857142857143,43.607142857142854,51.142857142857146
37.87096774193548,45.903225806451616,54.016129032258064
38.4,46.4,54.78333333333333
37.8,45.75,54.15
45.333333333333336,55.0,64.66666666666667
43.714285714285715,52.875,62.339285714285715
43.774193548387096,52.95161290322581,62.38709677419355
45.53333333333333,55.13333333333333,64.96666666666667
59.70967741935484,72.25806451612904,85.12903225806451
83.06666666666666,100.55,118.5
78.29032258064517,94.75806451612904,111.56451612903226
75.38709677419355,91.2741935483871,107.45161290322581
76.06666666666666,92.05,108.4
76.6774193548387,92.7741935483871,109.2741935483871
76.06666666666666,92.05,108.38333333333334
73.70967741935483,89.1774193548387,104.93548387096774
68.7741935483871,83.14516129032258,97.96774193548387
60.785714285714285,73.53571428571429,86.60714285714286
51.67741935483871,62.483870967741936,73.62903225806451
46.06666666666667,55.86666666666667,65.71666666666667
48.7,59.15,69.55
28.0,33.833333333333336,40.0
27.892857142857142,33.82142857142857,39.839285714285715
22.93548387096774,27.677419354838708,32.75806451612903
20.566666666666666,24.8,29.366666666666667
17.967741935483872,21.64516129032258,25.56451612903226
21.833333333333332,26.383333333333333,31.233333333333334
24.129032258064516,29.14516129032258,34.596774193548384
23.870967741935484,28.741935483870968,34.04838709677419
23.0,27.833333333333332,32.78333333333333
25.612903225806452,30.967741935483872,36.564516129032256
25.8,31.15,36.916666666666664
26.70967741935484,32.354838709677416,38.16129032258065
24.225806451612904,29.29032258064516,34.61290322580645
21.107142857142858,25.553571428571427,30.178571428571427
12.806451612903226,15.548387096774194,18.161290322580644
14.933333333333334,18.0,21.066666666666666
14.2,17.2,20.1
44.333333333333336,53.666666666666664,63.166666666666664
42.17857142857143,51.035714285714285,60.160714285714285
33.41935483870968,40.435483870967744,47.61290322580645
31.2,37.833333333333336,44.516666666666666
33.0,39.95161290322581,46.983870967741936
33.7,40.8,47.95
33.645161290322584,40.70967741935484,47.903225806451616
33.354838709677416,40.32258064516129,47.564516129032256
38.36666666666667,46.43333333333333,54.86666666666667
41.064516129032256,49.62903225806452,58.58064516129032
41.1,49.78333333333333,58.63333333333333
40.83870967741935,49.596774193548384,58.29032258064516
47.225806451612904,57.354838709677416,67.5
44.392857142857146,53.660714285714285,63.285714285714285
47.354838709677416,57.274193548387096,67.61290322580645
44.8,54.25,63.93333333333333
44.4,53.8,63.4
67.66666666666667,81.83333333333333,96.5
71.64285714285714,86.73214285714286,102.125
41.70967741935484,50.403225806451616,59.354838709677416
28.733333333333334,34.8,40.93333333333333
31.0,37.61290322580645,44.20967741935484
42.56666666666667,51.68333333333333,60.63333333333333
43.54838709677419,52.62903225806452,62.04838709677419
45.61290322580645,55.20967741935484,65.04838709677419
58.2,70.38333333333334,83.1
61.483870967741936,74.3225806451613,87.59677419354838
50.8,61.46666666666667,72.4
38.54838709677419,46.725806451612904,54.91935483870968
33.38709677419355,40.306451612903224,47.53225806451613
32.92857142857143,39.875,46.910714285714285
29.0,35.20967741935484,41.37096774193548
35.5,43.0,50.46666666666667
36.9,44.85,52.35
43.0,52.166666666666664,61.5
41.964285714285715,50.642857142857146,59.67857142857143
25.93548387096774,31.403225806451612,36.88709677419355
24.133333333333333,29.133333333333333,34.483333333333334
24.93548387096774,30.177419354838708,35.58064516129032
26.433333333333334,32.016666666666666,37.68333333333333
27.06451612903226,32.82258064516129,38.596774193548384
26.129032258064516,31.596774193548388,37.37096774193548
37.7,45.583333333333336,53.68333333333333
41.54838709677419,50.193548387096776,59.08064516129032
35.0,42.35,49.95
25.322580645161292,30.661290322580644,36.20967741935484
25.387096774193548,30.774193548387096,36.274193548387096
25.571428571428573,30.946428571428573,36.535714285714285
26.612903225806452,32.274193548387096,37.91935483870968
26.133333333333333,31.633333333333333,37.2
26.1,31.6,37.15
43.333333333333336,52.333333333333336,61.666666666666664
46.892857142857146,56.75,66.92857142857143
34.16129032258065,41.435483870967744,48.62903225806452
33.3,40.31666666666667,47.516666666666666
33.41935483870968,40.54838709677419,47.564516129032256
33.8,40.93333333333333,48.18333333333333
33.483870967741936,40.564516129032256,47.70967741935484
33.87096774193548,40.96774193548387,48.17741935483871
61.6,74.58333333333333,87.68333333333334
77.19354838709677,93.40322580645162,109.88709677419355
60.56666666666667,73.33333333333333,86.25
42.064516129032256,50.82258064516129,59.95161290322581
43.193548387096776,52.306451612903224,61.58064516129032
41.642857142857146,50.285714285714285,59.339285714285715
41.41935483870968,50.016129032258064,58.96774193548387
43.1,52.233333333333334,61.516666666666666
42.8,51.75,61.0
33.333333333333336,40.333333333333336,47.5
33.785714285714285,40.857142857142854,48.142857142857146
25.93548387096774,31.29032258064516,36.88709677419355
21.266666666666666,25.716666666666665,30.3
18.419354838709676,22.258064516129032,26.306451612903224
29.666666666666668,35.93333333333333,42.333333333333336
36.32258064516129,43.903225806451616,51.854838709677416
34.064516129032256,41.16129032258065,48.54838709677419
33.0,39.85,47.05
31.741935483870968,38.45161290322581,45.403225806451616
30.833333333333332,37.4,44.016666666666666
30.29032258064516,36.74193548387097,43.20967741935484
29.161290322580644,35.25806451612903,41.61290322580645
30.214285714285715,36.642857142857146,43.125
26.35483870967742,32.03225806451613,37.483870967741936
26.833333333333332,32.516666666666666,38.25
24.8,29.8,35.45
24.666666666666668,29.833333333333332,35.166666666666664
24.607142857142858,29.732142857142858,34.964285714285715
25.161290322580644,30.467741935483872,35.79032258064516
25.033333333333335,30.266666666666666,35.78333333333333
24.483870967741936,29.56451612903226,35.08064516129032
23.866666666666667,28.75,34.0
25.93548387096774,31.387096774193548,37.016129032258064
24.967741935483872,30.274193548387096,35.483870967741936
24.166666666666668,29.133333333333333,34.36666666666667
26.225806451612904,31.725806451612904,37.38709677419355
25.6,30.916666666666668,36.53333333333333
24.225806451612904,29.29032258064516,34.45161290322581
25.387096774193548,30.774193548387096,36.20967741935484
24.5,29.625,34.857142857142854
24.096774193548388,29.06451612903226,34.33870967741935
24.466666666666665,29.533333333333335,34.833333333333336
25.8,31.15,36.9
14.666666666666666,17.666666666666668,21.0
12.75,15.642857142857142,18.232142857142858
12.35483870967742,15.064516129032258,17.64516129032258
11.533333333333333,14.133333333333333,16.45
12.193548387096774,14.903225806451612,17.35483870967742
11.966666666666667,14.666666666666666,17.05
12.806451612903226,15.548387096774194,18.29032258064516
13.32258064516129,16.177419354838708,18.967741935483872
11.933333333333334,14.6,17.033333333333335
13.0,15.838709677419354,18.548387096774192
13.833333333333334,16.783333333333335,19.683333333333334
13.03225806451613,15.806451612903226,18.580645161290324
13.35483870967742,16.193548387096776,19.0
12.035714285714286,14.714285714285714,17.178571428571427
13.03225806451613,15.82258064516129,18.56451612903226
12.333333333333334,15.016666666666667,17.466666666666665
13.1,15.85,18.65
9.333333333333334,11.166666666666666,13.333333333333334
9.321428571428571,11.214285714285714,13.339285714285714
9.419354838709678,11.5,13.483870967741936
10.333333333333334,12.5,14.666666666666666
9.35483870967742,11.338709677419354,13.35483870967742
10.133333333333333,12.3,14.466666666666667
8.419354838709678,10.14516129032258,12.096774193548388
10.548387096774194,12.85483870967742,15.03225806451613
8.966666666666667,10.8,12.833333333333334
8.903225806451612,10.758064516129032,12.741935483870968
9.766666666666667,11.733333333333333,13.916666666666666
8.290322580645162,10.048387096774194,11.935483870967742
6.548387096774194,8.0,9.32258064516129
6.5,7.892857142857143,9.25
6.387096774193548,7.67741935483871,9.080645161290322
6.933333333333334,8.366666666666667,9.9
7.5,9.0,10.75
33.0,40.0,47.0
33.57142857142857,40.482142857142854,47.94642857142857
27.967741935483872,33.903225806451616,39.903225806451616
28.166666666666668,34.1,40.25
24.096774193548388,29.14516129032258,34.306451612903224
25.133333333333333,30.35,35.75
24.64516129032258,29.806451612903224,34.96774193548387
25.967741935483872,31.403225806451612,37.0
24.7,29.833333333333332,35.21666666666667
23.258064516129032,28.032258064516128,33.04838709677419
26.8,32.416666666666664,38.25
26.64516129032258,32.25806451612903,38.016129032258064
27.612903225806452,33.37096774193548,39.41935483870968
27.321428571428573,33.125,38.982142857142854
25.322580645161292,30.70967741935484,36.25806451612903
25.4,30.816666666666666,36.25
24.6,29.9,35.1
14.0,17.0,20.0
14.714285714285714,17.642857142857142,20.857142857142858
13.064516129032258,15.870967741935484,18.56451612903226
13.5,16.333333333333332,19.15
15.096774193548388,18.370967741935484,21.5
16.466666666666665,19.933333333333334,23.466666666666665
20.548387096774192,24.822580645161292,29.129032258064516
23.903225806451612,28.903225806451612,34.03225806451613
23.6,28.533333333333335,33.46666666666667
21.483870967741936,25.85483870967742,30.677419354838708
22.466666666666665,27.1,32.05
20.93548387096774,25.306451612903224,30.016129032258064
23.387096774193548,28.29032258064516,33.37096774193548
22.464285714285715,27.25,32.017857142857146
25.483870967741936,30.85483870967742,36.225806451612904
29.133333333333333,35.38333333333333,41.61666666666667
26.7,32.4,38.05
37.0,44.833333333333336,52.666666666666664
38.5,46.57142857142857,54.767857142857146
38.96774193548387,47.20967741935484,55.403225806451616
39.333333333333336,47.65,56.05
39.83870967741935,48.096774193548384,56.774193548387096
35.166666666666664,42.4,50.266666666666666
30.387096774193548,36.83870967741935,43.37096774193548
27.548387096774192,33.403225806451616,39.32258064516129
27.466666666666665,33.35,39.2
27.161290322580644,32.82258064516129,38.74193548387097
27.433333333333334,33.233333333333334,39.15
27.387096774193548,33.225806451612904,39.08064516129032
28.0,33.91935483870968,40.0
27.964285714285715,33.839285714285715,39.94642857142857
26.806451612903224,32.53225806451613,38.20967741935484
27.033333333333335,32.75,38.55
29.4,35.65,42.1
14.666666666666666,17.666666666666668,20.833333333333332
14.071428571428571,17.142857142857142,20.071428571428573
14.225806451612904,17.338709677419356,20.306451612903224
13.3,16.116666666666667,18.916666666666668
13.225806451612904,15.983870967741936,18.758064516129032
13.1,15.933333333333334,18.6
13.548387096774194,16.467741935483872,19.274193548387096
10.870967741935484,13.129032258064516,15.564516129032258
10.9,13.45,15.7
12.35483870967742,14.82258064516129,17.70967741935484
12.333333333333334,14.95,17.6
11.870967741935484,14.451612903225806,17.0
12.870967741935484,15.67741935483871,18.387096774193548
13.107142857142858,15.946428571428571,18.660714285714285
12.193548387096774,14.85483870967742,17.29032258064516
12.833333333333334,15.583333333333334,18.25
11.8,14.5,16.95
136.66666666666666,165.66666666666666,195.0
142.14285714285714,172.08928571428572,202.67857142857142
123.2258064516129,149.30645161290323,175.75806451612902
48.0,58.21666666666667,68.48333333333333
42.903225806451616,52.096774193548384,61.24193548387097
59.0,71.35,84.1
43.225806451612904,52.435483870967744,61.62903225806452
37.096774193548384,45.016129032258064,52.935483870967744
69.33333333333333,84.0,98.91666666666667
76.7741935483871,93.1774193548387,109.61290322580645
94.33333333333333,114.35,134.55
73.87096774193549,89.51612903225806,105.41935483870968
108.38709677419355,131.17741935483872,154.53225806451613
108.57142857142857,131.39285714285714,154.76785714285714
104.19354838709677,126.16129032258064,148.58064516129033
78.33333333333333,94.88333333333334,111.7
66.0,79.95,94.15
27.666666666666668,33.5,39.333333333333336
28.571428571428573,34.589285714285715,40.69642857142857
29.096774193548388,35.306451612903224,41.41935483870968
28.233333333333334,34.13333333333333,40.25
27.483870967741936,33.32258064516129,39.193548387096776
24.5,29.633333333333333,34.93333333333333
26.35483870967742,31.903225806451612,37.62903225806452
26.322580645161292,31.822580645161292,37.61290322580645
27.9,33.75,39.85
27.548387096774192,33.403225806451616,39.41935483870968
27.533333333333335,33.3,39.38333333333333
26.516129032258064,32.145161290322584,37.854838709677416
25.967741935483872,31.548387096774192,37.064516129032256
28.142857142857142,34.125,40.214285714285715
28.193548387096776,34.12903225806452,40.33870967741935
27.233333333333334,33.03333333333333,38.916666666666664
27.4,33.25,39.1
13.0,15.666666666666666,18.5
12.5,15.178571428571429,17.821428571428573
13.064516129032258,15.85483870967742,18.70967741935484
12.333333333333334,15.116666666666667,17.616666666666667
12.290322580645162,14.96774193548387,17.548387096774192
11.366666666666667,13.916666666666666,16.133333333333333
9.0,11.016129032258064,13.0
8.387096774193548,9.951612903225806,12.080645161290322
8.133333333333333,9.733333333333333,11.7
8.32258064516129,10.016129032258064,11.983870967741936
9.166666666666666,11.033333333333333,13.25
8.935483870967742,10.790322580645162,12.870967741935484
9.483870967741936,11.370967741935484,13.596774193548388
9.25,11.178571428571429,13.267857142857142
9.483870967741936,11.5,13.64516129032258
9.9,12.0,14.116666666666667
8.9,10.5,12.8
38.0,46.0,54.5
36.07142857142857,43.44642857142857,51.482142857142854
28.451612903225808,34.483870967741936,40.58064516129032
26.966666666666665,32.68333333333333,38.5
50.83870967741935,61.564516129032256,72.46774193548387
61.96666666666667,75.13333333333334,88.25
60.12903225806452,72.7258064516129,85.64516129032258
60.58064516129032,73.2258064516129,86.33870967741936
55.86666666666667,67.63333333333334,79.63333333333334
64.3225806451613,77.98387096774194,91.70967741935483
44.8,54.1,63.93333333333333
24.516129032258064,29.612903225806452,35.04838709677419
32.903225806451616,39.854838709677416,46.83870967741935
37.642857142857146,45.589285714285715,53.660714285714285
40.0,48.403225806451616,56.935483870967744
44.0,53.15,62.65
46.3,55.95,66.15
65.33333333333333,79.33333333333333,93.0
67.46428571428571,81.55357142857143,96.14285714285714
63.12903225806452,76.38709677419355,89.98387096774194
64.4,77.95,91.73333333333333
75.61290322580645,91.48387096774194,107.7741935483871
80.53333333333333,97.56666666666666,114.73333333333333
74.03225806451613,89.59677419354838,105.58064516129032
72.87096774193549,88.25806451612904,103.80645161290323
56.766666666666666,68.63333333333334,80.93333333333334
44.064516129032256,53.29032258064516,62.79032258064516
45.63333333333333,55.38333333333333,65.15
44.96774193548387,54.483870967741936,64.2258064516129
36.645161290322584,44.435483870967744,52.354838709677416
48.67857142857143,59.089285714285715,69.51785714285714
52.74193548387097,64.04838709677419,75.16129032258064
56.63333333333333,68.55,80.66666666666667
57.9,69.95,82.35
29.333333333333332,35.5,41.833333333333336
36.142857142857146,43.839285714285715,51.5
34.25806451612903,41.45161290322581,48.87096774193548
39.7,48.03333333333333,56.55
38.193548387096776,46.12903225806452,54.483870967741936
41.333333333333336,50.06666666666667,58.95
40.935483870967744,49.564516129032256,58.274193548387096
41.096774193548384,49.87096774193548,58.725806451612904
40.0,48.4,57.016666666666666
40.935483870967744,49.62903225806452,58.41935483870968
40.7,49.21666666666667,58.05
40.25806451612903,48.693548387096776,57.32258064516129
40.193548387096776,48.67741935483871,57.25806451612903
45.82142857142857,55.517857142857146,65.32142857142857
47.67741935483871,57.66129032258065,67.95161290322581
51.7,62.55,73.6
55.5,67.2,79.05
37.666666666666664,45.5,53.666666666666664
53.17857142857143,64.41071428571429,75.75
40.61290322580645,49.12903225806452,57.983870967741936
39.8,48.11666666666667,56.63333333333333
36.70967741935484,44.38709677419355,52.45161290322581
35.46666666666667,42.96666666666667,50.56666666666667
33.54838709677419,40.596774193548384,47.903225806451616
39.225806451612904,47.38709677419355,55.693548387096776
36.5,44.18333333333333,51.95
36.16129032258065,43.70967741935484,51.483870967741936
36.46666666666667,44.2,52.0
35.38709677419355,42.806451612903224,50.38709677419355
35.935483870967744,43.5,51.225806451612904
39.82142857142857,48.25,56.642857142857146
42.29032258064516,51.24193548387097,60.274193548387096
41.93333333333333,50.81666666666667,59.833333333333336
43.1,52.15,61.45
49.0,59.5,70.0
50.535714285714285,61.160714285714285,72.03571428571429
50.354838709677416,60.96774193548387,71.74193548387096
48.0,57.983333333333334,68.5
61.064516129032256,74.03225806451613,87.06451612903226
86.46666666666667,104.61666666666666,123.4
80.7741935483871,97.75806451612904,115.14516129032258
76.19354838709677,92.30645161290323,108.46774193548387
77.5,93.78333333333333,110.38333333333334
81.19354838709677,98.38709677419355,115.80645161290323
80.33333333333333,97.25,114.66666666666667
79.93548387096774,96.66129032258064,113.8225806451613
79.19354838709677,95.83870967741936,112.7741935483871
80.5,97.42857142857143,114.67857142857143
79.64516129032258,96.5,113.48387096774194
79.76666666666667,96.6,113.55
76.7,92.85,109.3
33.666666666666664,40.666666666666664,47.833333333333336
31.464285714285715,38.089285714285715,44.857142857142854
33.25806451612903,40.225806451612904,47.32258064516129
31.0,37.516666666666666,44.233333333333334
26.677419354838708,32.37096774193548,38.08064516129032
26.4,32.0,37.666666666666664
25.64516129032258,31.0,36.58064516129032
25.580645161290324,30.903225806451612,36.596774193548384
25.166666666666668,30.466666666666665,35.93333333333333
23.516129032258064,28.403225806451612,33.354838709677416
24.566666666666666,29.666666666666668,35.083333333333336
24.93548387096774,30.193548387096776,35.54838709677419
24.967741935483872,30.20967741935484,35.5
25.857142857142858,31.321428571428573,36.875
24.612903225806452,29.79032258064516,35.193548387096776
25.333333333333332,30.55,36.13333333333333
26.4,32.1,37.6
57.666666666666664,69.83333333333333,82.16666666666667
56.42857142857143,68.35714285714286,80.35714285714286
28.612903225806452,34.645161290322584,40.87096774193548
22.133333333333333,26.75,31.633333333333333
28.93548387096774,34.95161290322581,41.20967741935484
34.46666666666667,41.71666666666667,49.15
34.064516129032256,41.274193548387096,48.516129032258064
31.387096774193548,37.87096774193548,44.70967741935484
22.133333333333333,26.616666666666667,31.483333333333334
22.70967741935484,27.387096774193548,32.5
24.866666666666667,30.033333333333335,35.53333333333333
30.29032258064516,36.75806451612903,43.29032258064516
31.483870967741936,38.17741935483871,44.88709677419355
44.464285714285715,53.714285714285715,63.392857142857146
44.806451612903224,54.274193548387096,63.903225806451616
35.63333333333333,42.96666666666667,50.81666666666667
37.0,44.6,52.8
36.0,43.333333333333336,51.5
37.107142857142854,44.94642857142857,52.857142857142854
37.61290322580645,45.483870967741936,53.725806451612904
37.13333333333333,44.916666666666664,52.916666666666664
104.7741935483871,126.8225806451613,149.29032258064515
60.8,73.53333333333333,86.63333333333334
58.83870967741935,71.08064516129032,83.87096774193549
57.54838709677419,69.6774193548387,82.04838709677419
58.1,70.31666666666666,82.78333333333333
59.87096774193548,72.43548387096774,85.40322580645162
58.0,70.28333333333333,82.61666666666666
55.935483870967744,67.74193548387096,79.74193548387096
51.61290322580645,62.596774193548384,73.64516129032258
51.785714285714285,62.69642857142857,73.78571428571429
55.16129032258065,66.70967741935483,78.51612903225806
54.7,66.26666666666667,77.96666666666667
55.5,67.15,79.05
80.33333333333333,97.16666666666667,114.33333333333333
75.42857142857143,91.41071428571429,107.48214285714286
74.48387096774194,90.19354838709677,106.19354838709677
48.13333333333333,58.15,68.5
24.838709677419356,30.0,35.41935483870968
25.933333333333334,31.4,37.0
49.225806451612904,59.645161290322584,70.20967741935483
80.3225806451613,97.19354838709677,114.46774193548387
95.3,115.2,135.96666666666667
99.87096774193549,120.7741935483871,142.32258064516128
89.63333333333334,108.5,127.68333333333334
89.7741935483871,108.51612903225806,127.87096774193549
93.87096774193549,113.51612903225806,133.75806451612902
96.89285714285714,117.28571428571429,138.10714285714286
87.06451612903226,105.41935483870968,124.1774193548387
44.13333333333333,53.25,62.8
31.5,38.3,44.95
7.333333333333333,8.833333333333334,10.5
9.107142857142858,10.964285714285714,13.160714285714286
7.709677419354839,9.209677419354838,11.064516129032258
6.3,7.633333333333334,8.966666666666667
4.967741935483871,6.112903225806452,7.209677419354839
5.033333333333333,6.15,7.15
4.741935483870968,5.790322580645161,6.790322580645161
4.516129032258065,5.516129032258065,6.516129032258065
4.866666666666666,5.966666666666667,7.016666666666667
6.129032258064516,7.387096774193548,8.693548387096774
6.3,7.65,9.033333333333333
6.161290322580645,7.596774193548387,8.774193548387096
5.67741935483871,6.951612903225806,8.17741935483871
6.142857142857143,7.535714285714286,8.75
4.516129032258065,5.483870967741935,6.483870967741935
4.066666666666666,4.866666666666666,5.866666666666666
4.1,5.1,6.1
80.66666666666667,97.5,114.83333333333333
80.67857142857143,97.58928571428571,114.94642857142857
79.70967741935483,96.41935483870968,113.56451612903226
77.6,93.93333333333334,110.71666666666667
76.7741935483871,92.85483870967742,109.43548387096774
77.56666666666666,93.86666666666666,110.6
80.03225806451613,96.83870967741936,113.98387096774194
