,Vegetable_Name,year,month,Market_Price,Average_Retail_Price,Average_Shoping_Mall_Price
480,French Beans,2022,5,49.83870967741935,60.225806451612904,71.09677419354838
481,French Beans,2022,6,61.03333333333333,73.78333333333333,86.98333333333333
482,French Beans,2022,7,57.83870967741935,69.98387096774194,82.45161290322581
483,French Beans,2022,8,58.74193548387097,71.0,83.69354838709677
484,French Beans,2022,9,56.36666666666667,68.36666666666666,80.31666666666666
485,French Beans,2022,10,66.74193548387096,80.8225806451613,95.16129032258064
486,French Beans,2022,11,45.86666666666667,55.43333333333333,65.51666666666667
487,French Beans,2022,12,25.387096774193548,30.741935483870968,36.274193548387096
488,French Beans,2023,1,32.32258064516129,39.20967741935484,46.016129032258064
489,French Beans,2023,2,38.607142857142854,46.75,55.017857142857146
490,French Beans,2023,3,40.193548387096776,48.564516129032256,57.096774193548384
491,French Beans,2023,4,42.86666666666667,51.86666666666667,61.233333333333334
492,French Beans,2023,5,43.7,52.85,62.3
493,Garlic,2022,1,62.666666666666664,75.66666666666667,89.5
494,Garlic,2022,2,67.03571428571429,81.07142857142857,95.58928571428571
495,Garlic,2022,3,64.06451612903226,77.43548387096774,91.38709677419355
496,Garlic,2022,4,63.7,77.13333333333334,90.86666666666666
497,Garlic,2022,5,74.16129032258064,89.62903225806451,105.6774193548387
498,Garlic,2022,6,79.3,96.01666666666667,113.01666666666667
499,Garlic,2022,7,72.35483870967742,87.6774193548387,103.04838709677419
500,Garlic,2022,8,72.54838709677419,87.75806451612904,103.3225806451613
501,Garlic,2022,9,56.93333333333333,68.91666666666667,81.08333333333333
502,Garlic,2022,10,44.903225806451616,54.354838709677416,63.95161290322581
503,Garlic,2022,11,44.5,53.833333333333336,63.46666666666667
504,Garlic,2022,12,42.483870967741936,51.354838709677416,60.45161290322581
505,Garlic,2023,1,35.935483870967744,43.45161290322581,51.145161290322584
506,Garlic,2023,2,49.964285714285715,60.339285714285715,71.25
507,Garlic,2023,3,53.903225806451616,65.35483870967742,76.85483870967742
508,Garlic,2023,4,59.9,72.58333333333333,85.36666666666666
509,Garlic,2023,5,64.0,77.35,91.25
510,Ginger,2022,1,31.0,37.666666666666664,44.166666666666664
511,Ginger,2022,2,36.785714285714285,44.5,52.5
512,Ginger,2022,3,33.354838709677416,40.354838709677416,47.483870967741936
513,Ginger,2022,4,39.333333333333336,47.65,56.11666666666667
514,Ginger,2022,5,39.516129032258064,47.693548387096776,56.225806451612904
515,Ginger,2022,6,40.13333333333333,48.516666666666666,57.2
516,Ginger,2022,7,41.193548387096776,49.935483870967744,58.693548387096776
517,Ginger,2022,8,41.064516129032256,49.70967741935484,58.483870967741936
518,Ginger,2022,9,40.733333333333334,49.13333333333333,57.93333333333333
519,Ginger,2022,10,42.67741935483871,51.725806451612904,60.88709677419355
520,Ginger,2022,11,42.36666666666667,51.25,60.483333333333334
521,Ginger,2022,12,41.12903225806452,49.774193548387096,58.693548387096776
522,Ginger,2023,1,40.483870967741936,48.88709677419355,57.645161290322584
523,Ginger,2023,2,45.857142857142854,55.607142857142854,65.35714285714286
524,Ginger,2023,3,47.354838709677416,57.46774193548387,67.59677419354838
525,Ginger,2023,4,50.13333333333333,60.7,71.5
526,Ginger,2023,5,53.9,65.5,76.9
527,Green Chilli,2022,1,38.666666666666664,46.666666666666664,55.333333333333336
528,Green Chilli,2022,2,51.642857142857146,62.535714285714285,73.60714285714286
529,Green Chilli,2022,3,40.45161290322581,48.88709677419355,57.53225806451613
530,Green Chilli,2022,4,39.0,47.18333333333333,55.6
531,Green Chilli,2022,5,36.87096774193548,44.61290322580645,52.483870967741936
532,Green Chilli,2022,6,35.0,42.333333333333336,49.75
533,Green Chilli,2022,7,32.354838709677416,39.306451612903224,46.03225806451613
534,Green Chilli,2022,8,38.064516129032256,46.08064516129032,54.20967741935484
535,Green Chilli,2022,9,36.53333333333333,44.18333333333333,52.083333333333336
536,Green Chilli,2022,10,36.29032258064516,43.95161290322581,51.67741935483871
537,Green Chilli,2022,11,36.86666666666667,44.6,52.55
538,Green Chilli,2022,12,35.516129032258064,43.04838709677419,50.596774193548384
539,Green Chilli,2023,1,36.0,43.61290322580645,51.274193548387096
540,Green Chilli,2023,2,37.857142857142854,45.910714285714285,53.92857142857143
541,Green Chilli,2023,3,40.87096774193548,49.38709677419355,58.306451612903224
542,Green Chilli,2023,4,42.833333333333336,51.88333333333333,61.1
543,Green Chilli,2023,5,39.8,48.2,56.85
544,Green Peas,2022,1,51.333333333333336,62.166666666666664,73.16666666666667
545,Green Peas,2022,2,50.285714285714285,60.910714285714285,71.60714285714286
546,Green Peas,2022,3,48.41935483870968,58.54838709677419,69.01612903225806
547,Green Peas,2022,4,46.8,56.6,66.8
548,Green Peas,2022,5,62.32258064516129,75.30645161290323,88.85483870967742
549,Green Peas,2022,6,84.26666666666667,101.83333333333333,119.95
550,Green Peas,2022,7,79.2258064516129,95.85483870967742,112.87096774193549
551,Green Peas,2022,8,72.64516129032258,87.98387096774194,103.54838709677419
552,Green Peas,2022,9,78.3,94.75,111.6
553,Green Peas,2022,10,81.16129032258064,98.19354838709677,115.74193548387096
554,Green Peas,2022,11,80.16666666666667,97.05,114.16666666666667
555,Green Peas,2022,12,81.19354838709677,98.25806451612904,115.69354838709677
556,Green Peas,2023,1,80.51612903225806,97.43548387096774,114.70967741935483
557,Green Peas,2023,2,77.96428571428571,94.48214285714286,111.0
558,Green Peas,2023,3,82.03225806451613,99.37096774193549,117.01612903225806
559,Green Peas,2023,4,80.5,97.38333333333334,114.78333333333333
560,Green Peas,2023,5,77.5,93.85,110.5
561,Ivy Gourd,2022,1,34.333333333333336,41.333333333333336,49.0
562,Ivy Gourd,2022,2,32.857142857142854,39.67857142857143,46.892857142857146
563,Ivy Gourd,2022,3,31.451612903225808,38.04838709677419,44.83870967741935
564,Ivy Gourd,2022,4,30.666666666666668,37.166666666666664,43.7
565,Ivy Gourd,2022,5,27.161290322580644,32.87096774193548,38.67741935483871
566,Ivy Gourd,2022,6,26.533333333333335,32.03333333333333,37.85
567,Ivy Gourd,2022,7,24.258064516129032,29.419354838709676,34.516129032258064
568,Ivy Gourd,2022,8,25.06451612903226,30.338709677419356,35.645161290322584
569,Ivy Gourd,2022,9,25.4,30.733333333333334,36.25
570,Ivy Gourd,2022,10,25.29032258064516,30.596774193548388,36.064516129032256
571,Ivy Gourd,2022,11,25.4,30.8,36.13333333333333
